hospital_name,city,state_code,rural_versus_urban,net_income,net_patient_revenue,total_costs,total_discharges,medicare_discharges,cost_to_charge_ratio,cost_of_charity_care,medicare_dependency_pct,charge_markup_ratio
"HENRY MAYO NEWHALL MEMORIAL HOSPITAL",VALENCIA,CA,U,9665271.00,390686598.00,347338202.00,10740,2409,0.1440,3036983.00,22.43,6.95
"SHARP MESA VISTA HOSPITAL","SAN DIEGO",CA,U,-6601088.00,83422121.00,85680963.00,3908,402,NULL,NULL,10.29,4.53
"DAY KIMBALL HOSPITAL",PUTNAM,CT,U,-16049831.00,115441752.00,119136737.00,3104,791,0.3999,NULL,25.48,2.50
"NORTH LOUISIANA MEDICAL CENTER",RUSTON,LA,R,-2883855.00,62664050.00,54026691.00,2833,905,0.1642,NULL,31.94,6.09
"PENOBSCOT BAY MEDICAL CENTER",ROCKPORT,ME,R,-4768217.00,182219768.00,166000880.00,2517,732,0.4109,2359012.00,29.08,2.43
"UMASS MEMORIAL MEDICAL CENTER",WORCESTER,MA,R,-71574904.00,2142284132.00,2164105350.00,37456,9956,0.2924,24314659.00,26.58,3.42
"LAKE REGION HEALTHCARE","FERGUS FALLS",MN,R,-7857938.00,139561519.00,109460676.00,1452,490,0.3606,1468000.00,33.75,2.77
"SPRINGFIELD HOSPITAL",SPRINGFIELD,VT,R,-1037483.00,51896373.00,49392208.00,584,289,0.4220,236871.00,49.49,2.37
"TOMAH MEMORIAL HOSPITAL",TOMAH,WI,R,4962650.00,81188835.00,64011860.00,790,279,0.4431,330537.00,35.32,2.26
"PRAIRIE RIDGE HEALTH  INC.",COLUMBUS,WI,R,8384490.00,69582737.00,49162407.00,806,354,0.3650,591349.00,43.92,2.74
"REEDSBURG AREA MEDICAL CENTER",REEDSBURG,WI,R,5022457.00,82359588.00,73220071.00,906,329,0.5119,973469.00,36.31,1.95
"OCONTO HOSPITAL & MEDICAL CENTER",OCONTO,WI,R,9090447.00,86293158.00,63150353.00,78,15,0.4413,658061.00,19.23,2.27
